,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
1803,Honda City,3,48959,1,0,0,17.4,1497.0,117.6,5,875000
1804,Honda Amaze,4,53200,1,0,0,18.0,1198.0,86.7,5,475000
1806,Maruti Wagon R,13,58000,1,0,0,18.9,998.0,67.1,5,125000
1808,Hyundai i10,11,60000,0,0,0,19.81,1086.0,68.05,5,150000
1809,Volkswagen Vento,7,59000,1,0,0,15.04,1598.0,103.6,5,450000
1810,Maruti Ciaz,5,100000,0,1,0,28.09,1248.0,88.5,5,650000
1811,Honda CR-V,4,55000,1,0,1,13.7,1997.0,153.86,5,1485000
1812,Hyundai i10,9,110000,0,0,0,20.36,1197.0,78.9,5,300000
1813,Mahindra XUV500,2,30000,0,1,0,15.1,2159.5,152.87,7,1485000
1815,Maruti Baleno,3,15000,1,0,0,21.4,1197.0,83.1,5,585000
1816,Mahindra Bolero,7,100000,0,1,0,15.96,2159.5,62.1,7,400000
1818,Volkswagen Polo,7,40266,1,1,0,22.07,1199.0,73.9,5,475000
1819,Honda Amaze,7,57432,1,0,0,18.0,1198.0,86.7,5,365000
1820,Hyundai i20,5,40000,0,0,0,18.6,1197.0,81.83,5,560000
1821,Hyundai i20,5,50000,0,1,0,22.54,1396.0,88.73,5,650000
1822,Maruti Ciaz,5,40000,1,1,0,28.09,1248.0,88.5,5,595000
1823,Ford Ecosport,7,64532,1,1,0,22.7,1498.0,89.84,5,465000
1824,Ford Ecosport,4,39601,1,0,0,15.9,1496.0,120.69,5,650000
1825,Honda Amaze,6,28000,0,0,0,18.0,1198.0,86.7,5,450000
1826,Hyundai i20,3,50000,0,0,0,18.6,1197.0,81.83,5,625000
1827,Renault Duster,3,50000,0,1,0,19.87,1461.0,83.8,5,810000
1829,Volkswagen Vento,8,56000,1,0,0,15.04,1598.0,103.6,5,395000
1830,Honda WR-V,4,80000,0,1,0,25.5,1498.0,98.6,5,800000
1832,Datsun RediGO,4,15000,0,0,0,22.5,999.0,67.0,5,300000
1834,Maruti Swift Dzire,4,80000,0,1,1,28.4,1248.0,74.02,5,610000
1835,Honda Amaze,3,30000,0,0,0,17.8,1198.0,86.7,5,500000
1837,Maruti Celerio,4,30000,0,1,0,27.62,793.0,47.0,5,350000
1840,Honda City,6,59000,1,1,0,26.0,1498.0,98.6,5,700000
1841,Ford Figo,10,130000,0,1,0,20.0,1399.0,68.0,5,225000
1842,Maruti Swift Dzire,5,50000,0,1,0,26.59,1248.0,74.0,5,700000
1844,Maruti Ertiga,6,110000,0,1,0,20.77,1248.0,88.76,7,565000
1846,Maruti Wagon R,12,102558,0,0,0,18.9,1061.0,67.0,5,120000
1849,Hyundai i10,11,35000,1,0,0,20.36,1197.0,78.9,5,190000
1850,Toyota Innova,7,110000,0,1,0,12.99,2159.5,100.6,7,900000
1851,Maruti Swift,10,80000,0,1,0,22.9,1248.0,74.0,5,285000
1852,Toyota Camry,4,34000,1,0,1,19.16,2159.5,157.7,5,1485000
1854,Maruti Swift Dzire,2,27000,1,0,0,19.95,1197.0,81.8,5,570000
1855,Mercedes-Benz C-Class,8,39000,1,1,1,14.84,2143.0,170.0,5,1375000
1856,Mahindra Scorpio,5,48500,1,1,0,15.4,2159.5,120.0,7,851000
1857,Ford Ecosport,5,40000,0,1,0,22.77,1498.0,98.59,5,600000
1859,Maruti Swift,2,20000,0,0,0,22.0,1197.0,81.8,5,530000
1860,Renault Duster,8,53000,0,1,0,19.01,1461.0,108.45,5,650000
1861,Maruti Swift Dzire,4,36000,1,1,0,19.3,1248.0,73.9,5,600000
1862,Maruti Swift Dzire,8,78000,1,0,0,19.1,1197.0,85.8,5,385000
1863,Honda WR-V,2,26000,1,0,0,17.5,1199.0,88.7,5,850000
1864,Hyundai Creta,3,35000,0,1,0,20.5,1582.0,126.2,5,1300000
1865,Maruti Swift,5,24000,1,0,0,20.4,1197.0,83.11,5,485000
1866,Maruti Alto,4,14400,0,0,0,23.95,998.0,67.05,5,320000
1867,Mahindra Bolero,5,100000,0,1,0,15.96,2159.5,62.1,7,600000
1868,Renault KWID,2,5700,1,0,0,23.01,999.0,67.0,5,360000
1869,Hyundai Santro,1,100,0,0,0,20.3,1086.0,68.0,5,475000
1870,BMW X3,9,130000,0,1,1,16.09,1995.0,182.25,5,1485000
1872,Toyota Fortuner,10,127000,0,1,0,11.5,2159.5,171.0,7,1050000
1873,Hyundai Verna,4,72000,1,1,0,24.0,1396.0,88.76,5,698000
1874,Mahindra Scorpio,11,60000,0,1,0,13.5,2159.5,115.0,5,500000
1875,Mercedes-Benz E-Class,10,40000,1,1,1,10.0,2148.0,170.0,5,1450000
1876,Maruti Swift,3,14000,1,0,0,22.0,1197.0,81.8,5,590000
1877,Ford Ecosport,4,70000,0,1,0,22.77,1498.0,98.59,5,750000
1878,Maruti Wagon R,5,120000,0,0,0,20.51,998.0,67.04,5,290000
1879,Toyota Innova,7,50000,1,1,0,12.99,2159.5,100.0,7,875000
1882,Ford Endeavour,13,120000,0,1,0,13.1,2159.5,141.0,7,300000
1883,Maruti Swift Dzire,8,33537,1,0,0,19.1,1197.0,85.8,5,420000
1884,Datsun GO,4,12000,0,0,0,20.63,1198.0,67.0,5,400000
1885,Ford Ecosport,6,75000,1,1,0,21.7,1498.0,98.96,5,475000
1886,Hyundai i20,5,40000,0,0,0,17.19,1197.0,81.86,5,600000
1887,Hyundai i20,3,40000,1,0,0,17.19,1197.0,81.86,5,700000
1889,Skoda Rapid,6,45000,1,1,0,20.5,1598.0,103.5,5,400000
1890,Hyundai Creta,4,60000,1,0,0,15.8,1591.0,121.3,5,825000
1891,Renault Duster,8,80000,0,1,0,20.46,1461.0,83.8,5,450000
1893,Hyundai Creta,6,70000,1,1,0,19.67,1582.0,126.2,5,775000
1894,Tata Tigor,4,25000,0,0,0,20.3,1199.0,84.0,5,500000
1895,Ford Ecosport,6,50000,0,0,0,15.85,1499.0,110.4,5,540000
1896,Maruti Swift,6,49000,0,1,0,25.2,1248.0,74.0,5,380000
1897,Tata Tiago,4,10000,0,0,0,23.84,1199.0,84.0,5,450000
1898,Skoda Octavia,6,50000,1,1,1,19.3,1968.0,141.0,5,1050000
1899,Ford Ecosport,5,51303,1,1,0,23.0,1498.0,98.96,5,780000
1900,Audi A4,9,39000,1,1,1,17.11,1968.0,174.33,5,1195000
1901,BMW 5,9,50000,1,1,1,16.2,2159.5,182.25,5,1485000
1902,Hyundai i10,6,38000,0,0,0,19.81,1086.0,68.05,5,350000
1903,Mahindra Bolero,6,42135,1,1,0,21.0,1498.0,74.96,7,561000
1904,Mahindra Scorpio,6,120000,0,1,0,15.4,1997.0,120.0,7,900000
1905,Maruti Wagon R,9,60000,0,0,0,18.9,998.0,67.1,5,250000
1908,Tata Tiago,2,3000,0,0,0,23.84,1199.0,84.0,5,550000
1909,Maruti Alto,11,35760,1,0,0,23.95,998.0,67.05,5,205000
1911,Hyundai Verna,9,90000,0,1,0,22.32,1582.0,126.32,5,370000
1912,Land Rover Rover,8,80000,1,1,1,12.39,2159.5,147.51,5,1275000
1915,Hyundai Santro,8,39000,1,0,0,17.92,1086.0,62.1,5,230000
1919,Hyundai Verna,3,12000,1,0,0,17.1,1591.0,121.3,5,1025000
1920,Maruti Swift Dzire,7,70000,0,1,0,23.4,1248.0,74.0,5,500000
1922,Honda Amaze,7,27233,1,1,0,27.4,1498.0,98.63,5,465000
1923,Toyota Fortuner,9,100000,0,1,1,11.5,2159.5,169.0,7,1300000
1925,Honda Amaze,8,49364,1,1,0,25.8,1498.0,98.6,5,340000
1926,Maruti Swift,6,64366,1,1,0,28.4,1248.0,74.0,5,468000
1927,Mercedes-Benz E-Class,8,130000,0,1,1,14.21,2143.0,182.25,5,1485000
1928,Hyundai i20,6,30000,0,1,0,22.54,1396.0,88.73,5,550000
1929,Hyundai i20,2,18000,0,0,0,18.6,1197.0,81.86,5,650000
1930,Maruti Wagon R,5,30000,0,0,0,20.51,998.0,67.04,5,340000
1931,Hyundai Creta,5,70000,0,1,0,19.67,1582.0,126.2,5,950000
1932,Maruti Swift Dzire,5,15000,0,0,0,20.85,1197.0,83.14,5,540000
1934,Ford Figo,8,62256,1,1,0,20.0,1399.0,68.05,5,300000
1936,Ford Aspire,5,35000,0,0,0,18.16,1196.0,86.8,5,369000
1937,Honda Jazz,5,34000,1,0,0,18.7,1199.0,88.7,5,525000
1939,Hyundai i20,5,70000,0,1,0,22.54,1396.0,88.73,5,680000
1940,Maruti Swift Dzire,6,68082,1,1,0,23.4,1248.0,74.0,5,465000
1941,Maruti Swift,3,30000,1,1,0,28.4,1248.0,74.0,5,760000
1942,Hyundai Creta,2,38280,2,0,0,15.29,1591.0,121.3,5,950000
1943,Maruti Wagon R,16,84000,0,0,0,14.0,1061.0,64.0,5,100000
1944,Ford Figo,2,8073,2,0,0,20.4,1194.0,94.93,5,575000
1946,Maruti Eeco,3,76826,1,2,0,15.1,1196.0,73.0,5,365000
1948,Ford Ecosport,6,36000,1,1,0,22.77,1498.0,98.59,5,565000
1949,Ford Ecosport,4,50000,0,1,0,23.0,1498.0,98.96,5,650000
1950,Mahindra Scorpio,11,130000,0,1,1,11.79,2159.5,120.0,8,400000
1951,Maruti Swift,2,15000,1,0,1,22.0,1197.0,81.8,5,650000
1952,Maruti Swift,9,52000,1,0,0,18.6,1197.0,85.8,5,299000
1953,Maruti Wagon R,14,80000,1,0,0,20.51,998.0,67.04,5,85000
1954,Audi Q7,7,40000,1,1,1,12.07,2159.5,182.25,7,1485000
1955,Hyundai Grand,7,49000,1,0,1,18.9,1197.0,81.86,5,475000
1958,Skoda Rapid,2,8500,1,0,1,14.84,1598.0,103.2,5,1035000
1959,Volkswagen Vento,11,78000,1,1,0,20.5,1598.0,105.0,5,289000
1960,Ford Endeavour,5,67000,1,1,1,11.4,2159.5,153.86,7,1485000
1961,Honda Jazz,3,19000,1,0,1,18.2,1199.0,88.7,5,775000
1962,Volkswagen Vento,10,80000,0,1,0,20.54,1598.0,103.6,5,350000
1963,Maruti Alto,3,40000,0,0,0,24.7,796.0,47.3,5,270000
1964,Honda Amaze,7,109000,1,1,0,25.8,1498.0,98.6,5,450000
1965,Maruti Ciaz,6,13000,1,0,0,20.73,1373.0,91.1,5,640000
1966,Hyundai Grand,6,62220,1,1,0,24.0,1120.0,70.0,5,490000
1967,Maruti Wagon R,4,50000,0,2,0,26.6,998.0,58.16,5,400000
1968,Honda WR-V,4,90000,0,1,0,25.5,1498.0,98.6,5,835000
1969,Hyundai Creta,4,34000,0,1,0,21.38,1396.0,88.7,5,1150000
1970,Skoda Rapid,6,28800,1,0,1,14.3,1598.0,103.52,5,625000
1971,Mahindra XUV500,3,21000,1,1,0,15.1,2159.5,152.87,7,1325000
1972,Honda City,5,56000,1,0,0,17.8,1497.0,117.3,5,660000
1973,Mahindra XUV500,9,120000,0,1,0,15.1,2159.5,140.0,7,780000
1974,Toyota Innova,13,130000,1,1,0,12.8,2159.5,102.0,8,480000
1975,Toyota Innova,5,108000,1,1,0,12.99,2159.5,100.6,8,1125000
1977,Hyundai Grand,2,40000,0,0,0,18.9,1197.0,81.86,5,600000
1978,Honda City,11,70000,1,0,0,17.0,1497.0,118.0,5,370000
1980,Volkswagen Polo,8,48000,1,0,0,18.78,999.0,75.0,5,325000
1982,Maruti Celerio,3,15978,1,0,0,23.1,998.0,67.04,5,465000
1983,Honda City,6,87828,1,0,0,17.4,1497.0,117.3,5,595000
1984,Hyundai Elantra,5,32000,1,1,1,18.23,1582.0,126.2,5,1375000
1985,Mahindra XUV500,3,30000,0,1,0,16.0,2159.5,140.0,7,1200000
1986,Hyundai i20,4,52000,1,1,0,21.19,1396.0,88.76,5,745000
1987,Toyota Innova,3,28000,1,1,1,11.36,2159.5,171.5,8,1485000
1988,Volkswagen Polo,8,93500,0,1,0,22.07,1199.0,73.9,5,315000
1990,Audi A6,7,64000,1,1,1,17.68,1968.0,174.33,5,1485000
1992,Maruti Wagon R,11,102000,1,0,0,20.52,1197.0,81.8,5,200000
1993,Datsun GO,5,30000,0,0,0,19.44,1198.0,67.0,7,450000
1995,Maruti Ertiga,8,68500,1,2,0,22.8,1373.0,80.9,7,585000
1998,Maruti Baleno,4,6700,0,0,0,21.4,1197.0,83.1,5,650000
1999,Mahindra Scorpio,10,88000,1,1,0,13.5,2159.5,115.0,5,499000
2000,Honda Amaze,7,25000,0,0,0,18.0,1198.0,86.7,5,560000
2001,Maruti Swift,15,67000,1,0,0,16.1,1298.0,88.2,5,160000
2002,Hyundai i20,7,74000,1,0,0,17.0,1197.0,80.0,5,575000
2003,Maruti Ertiga,4,100000,0,1,0,24.52,1248.0,88.5,7,800000
2004,Toyota Fortuner,4,98000,1,1,1,15.04,2159.5,174.5,7,1485000
2005,Hyundai Elantra,4,21000,1,0,0,14.59,1999.0,149.92,5,970000
2006,Mahindra Scorpio,10,130000,0,1,1,11.79,2159.5,120.0,8,475000
2009,Maruti Swift,8,27000,0,1,0,22.9,1248.0,74.0,5,450000
2010,Honda City,5,13000,1,0,1,18.0,1497.0,117.3,5,895000
2011,Maruti Wagon R,7,89000,1,2,0,31.25,998.0,58.33,5,310000
2012,Hyundai Creta,3,70000,0,1,0,20.5,1582.0,126.2,5,1300000
2013,Skoda Octavia,3,16000,1,0,1,15.1,1798.0,178.0,5,1485000
2015,Hyundai i20,8,57000,1,1,0,22.54,1396.0,88.76,5,450000
2016,Toyota Innova,5,130000,1,1,1,11.36,2159.5,171.5,7,1350000
2017,Maruti Wagon R,7,41123,1,0,0,20.51,998.0,67.04,5,385000
2019,Skoda Rapid,7,72000,1,1,0,21.14,1498.0,103.52,5,475000
2020,Ford Figo,9,90566,1,1,0,20.0,1399.0,68.0,5,250000
2021,Honda CR-V,5,56000,1,0,1,12.0,2159.5,182.25,5,1475000
2022,Skoda Superb,7,51000,1,1,1,17.2,1968.0,138.08,5,850000
2023,Maruti Wagon R,6,55000,1,2,0,31.25,998.0,67.04,5,335000
2024,Maruti Swift Dzire,5,50000,1,0,0,20.85,1197.0,83.14,5,550000
2026,BMW 3,7,70400,1,1,1,18.88,1995.0,182.25,5,1485000
2027,Maruti Celerio,4,15000,0,0,0,23.1,998.0,67.04,5,440000
2028,Maruti Vitara,3,62000,1,1,0,24.3,1248.0,88.5,5,900000
2029,Hyundai Creta,6,45000,1,1,1,17.01,1582.0,126.2,5,1025000
2030,Hyundai Santro,2,20000,0,0,0,20.3,1086.0,68.0,5,425000
2032,Maruti Swift,3,13000,1,0,1,22.0,1197.0,81.8,5,670000
2033,Hyundai i20,6,42000,1,0,0,18.5,1197.0,80.0,5,490000
2034,Maruti Ciaz,3,15700,1,0,1,20.28,1462.0,103.25,5,920000
2035,Volkswagen Vento,6,50000,1,0,1,18.19,1197.0,103.2,5,525000
2036,Maruti Ertiga,4,70000,1,1,0,24.52,1248.0,88.5,7,910000
2038,Maruti Ciaz,5,48448,1,0,0,20.73,1373.0,91.1,5,675000
2039,Honda City,3,21000,1,0,1,17.4,1497.0,117.6,5,1185000
2040,Maruti Vitara,3,51000,1,1,0,24.3,1248.0,88.5,5,950000
2041,Datsun RediGO,2,14322,1,0,0,22.7,799.0,53.64,5,315000
2042,Honda City,5,64029,1,0,0,17.8,1497.0,117.3,5,750000
2043,Maruti Swift Dzire,9,37809,1,0,0,17.5,1298.0,85.8,5,335000
2045,Maruti Wagon R,5,29000,1,0,1,20.51,998.0,67.0,5,450000
2046,Tata Nexon,3,33000,1,1,1,21.5,1497.0,108.5,5,951000
2047,Renault KWID,5,95518,1,0,0,23.01,999.0,67.0,5,295000
2048,Maruti Wagon R,7,25978,1,0,0,18.9,998.0,67.1,5,325000
2050,Ford Ecosport,2,15000,1,0,1,14.8,1497.0,121.36,5,1145000
2051,Honda Amaze,5,45000,1,0,0,18.0,1198.0,86.7,5,550000
2052,Tata Tiago,2,15000,0,0,0,23.84,1199.0,83.83,5,530000
2053,Mini Cooper,7,55000,1,1,1,23.8,1998.0,112.0,5,1485000
2054,Skoda Rapid,7,34000,1,1,0,20.5,1598.0,103.5,5,485000
2055,Maruti Celerio,4,25000,0,0,1,23.1,998.0,67.04,5,500000
2056,Maruti Ciaz,3,30000,1,0,0,20.65,1462.0,103.25,5,765000
2057,Maruti Celerio,7,66000,1,2,0,31.25,998.0,58.2,5,360000
2058,Toyota Innova,4,7000,1,1,0,13.68,2159.5,147.8,8,1485000
2059,Hyundai Grand,8,30000,0,0,0,18.9,1197.0,82.0,5,320000
2060,Jeep Compass,3,17500,1,0,0,16.0,1368.0,160.0,5,1335000
2061,Tata Tiago,4,28000,1,0,0,23.84,1199.0,84.0,5,445000
2062,Maruti Wagon R,12,87000,1,0,0,18.9,998.0,67.1,5,200000
2063,Mercedes-Benz CLS,10,70000,1,1,1,19.4,2143.0,182.25,4,1100000
2064,Mahindra XUV500,6,110000,0,1,0,16.0,2159.5,140.0,7,1300000
2065,Honda City,11,80000,0,0,1,16.8,1497.0,118.0,5,300000
2066,Skoda Rapid,7,36000,1,1,0,20.5,1598.0,103.5,5,530000
2067,Toyota Fortuner,9,102000,1,1,1,12.55,2159.5,168.5,7,1425000
2068,Honda Civic,2,11000,1,0,1,16.5,1799.0,139.46,5,1485000
2069,Volkswagen Polo,8,89929,1,1,0,20.14,1498.0,88.0,5,441000
2071,Maruti Vitara,4,55000,1,1,0,24.3,1248.0,88.5,5,925000
2072,Honda City,2,11200,1,0,1,17.4,1497.0,117.6,5,1275000
2073,Mahindra Scorpio,7,46000,1,1,0,15.4,2159.5,75.0,9,825000
2074,Jeep Compass,4,21000,1,0,1,14.1,1368.0,160.77,5,1485000
2075,Datsun RediGO,2,10000,0,0,0,22.7,799.0,53.64,5,320000
2078,Renault KWID,4,19000,1,0,1,24.04,999.0,67.0,5,365000
2079,Hyundai i10,11,70000,0,0,0,20.36,1197.0,78.9,5,190000
2080,Mercedes-Benz C-Class,10,58000,1,1,1,14.94,2143.0,182.25,5,1090000
2081,Volkswagen Vento,9,45000,1,0,0,15.04,1598.0,103.6,5,355000
2083,Hyundai Grand,7,89000,1,1,0,24.0,1120.0,70.0,5,425000
2084,Honda City,7,89000,1,1,0,26.0,1498.0,98.6,5,575000
2085,Hyundai Verna,4,51000,1,1,1,22.0,1582.0,126.2,5,980000
2086,Hyundai Grand,1,5000,0,0,0,20.7,1197.0,81.86,5,800000
2087,Maruti Wagon R,5,41224,1,2,0,26.6,998.0,58.16,5,395000
2089,Maruti Swift Dzire,4,20000,0,0,0,21.21,1197.0,81.8,5,650000
2090,Ford Figo,9,25000,0,0,0,15.6,1196.0,70.0,5,295000
2091,Toyota Innova,9,120000,0,1,0,12.99,2159.5,100.0,8,850000
2092,Datsun RediGO,4,45000,1,0,0,22.5,999.0,67.0,5,255000
2094,Toyota Camry,11,47000,1,0,0,13.4,2159.5,164.7,5,475000
2095,Maruti Swift,7,13100,1,0,0,21.21,1197.0,81.8,5,460000
2096,Maruti Wagon R,6,56000,1,0,0,20.51,998.0,67.04,5,395000
2098,Honda Jazz,4,15000,0,0,0,18.7,1199.0,88.7,5,700000
2100,Maruti Eeco,8,55000,1,0,0,15.37,1196.0,73.0,7,335000
2101,Hyundai Verna,3,28000,1,1,1,22.0,1582.0,126.2,5,1150000
2102,Maruti Alto,5,60000,0,0,0,22.74,796.0,47.3,5,264000
2103,Maruti Swift,5,20000,1,0,0,22.0,1197.0,81.8,5,525000
2104,Maruti Celerio,5,52250,1,0,0,23.1,998.0,67.04,5,395000
2105,Skoda Rapid,7,74571,1,1,0,20.5,1598.0,105.0,5,475000
2106,Hyundai Verna,1,3900,1,0,1,17.0,1591.0,121.3,5,1190000
2107,Skoda Rapid,9,77000,1,1,0,20.5,1598.0,103.5,5,370000
2108,Mercedes-Benz E-Class,2,10000,0,1,1,16.1,1950.0,182.25,5,1485000
2110,Mercedes-Benz E-Class,10,66000,1,1,1,14.21,2143.0,182.25,5,925000
2112,Maruti Alto,10,52349,1,0,0,20.92,998.0,67.1,5,214000
2113,Hyundai i20,6,34000,1,0,0,18.5,1197.0,82.9,5,495000
2114,Volkswagen Vento,4,64253,1,1,0,20.64,1498.0,108.49,5,850000
2115,Toyota Innova,8,80000,1,1,0,12.99,2159.5,100.0,8,600000
2116,Ford Ecosport,5,70000,0,1,0,22.77,1498.0,98.59,5,650000
2117,Maruti Vitara,3,55000,1,1,0,24.3,1248.0,88.5,5,874000
2118,Maruti Swift Dzire,6,68000,1,1,0,19.3,1248.0,73.9,5,676000
2119,Renault KWID,5,21445,1,0,0,25.17,799.0,53.3,5,345000
2120,Hyundai i20,7,30000,0,0,0,18.6,1197.0,81.83,5,470000
2121,Hyundai Grand,6,38597,1,1,0,24.0,1120.0,70.0,5,491000
2122,Maruti Alto,9,53800,1,2,0,26.83,796.0,38.4,5,235000
2123,Maruti Ignis,2,8500,1,0,0,20.89,1197.0,81.8,5,600000
2125,Hyundai i20,4,25000,0,0,0,18.6,1197.0,81.83,5,635000
2126,Maruti Swift,6,90000,0,1,0,25.2,1248.0,74.0,5,500000
2128,Hyundai i20,12,88000,1,0,0,18.5,1197.0,80.0,5,275000
2129,Hyundai Elantra,6,59000,1,1,0,22.7,1582.0,126.2,5,875000
2130,Maruti Swift Dzire,4,110000,0,2,0,19.0,1197.0,85.8,5,450000
2132,Skoda Superb,10,54000,1,0,0,13.14,1798.0,160.0,5,479000
2134,Datsun redi-GO,3,5986,1,0,1,22.0,999.0,67.05,5,375000
2135,Skoda Rapid,9,85000,1,1,0,20.5,1598.0,103.5,5,350000
2136,Maruti Swift,7,62500,1,1,0,25.2,1248.0,74.0,5,485000
2137,Ford Aspire,3,50000,0,1,0,26.1,1498.0,99.23,5,800000
2138,Hyundai i10,12,84255,1,0,0,19.81,1086.0,68.05,5,215000
2139,Hyundai Creta,5,20000,1,1,0,19.67,1582.0,126.2,5,1000000
2140,Hyundai Verna,7,100000,0,1,0,22.32,1582.0,126.32,5,700000
2143,Maruti Baleno,6,60000,1,1,0,27.39,1248.0,74.0,5,675000
2144,Isuzu D-Max,3,120000,0,1,0,12.4,2159.5,134.0,5,1200000
2145,Jaguar XF,7,28001,1,1,1,16.36,2159.5,182.25,5,1485000
2146,Maruti Alto,9,43000,1,0,0,19.7,796.0,46.3,5,230000
2149,Hyundai i20,6,18000,1,0,0,18.6,1197.0,81.83,5,600000
2150,Maruti Ertiga,3,62000,0,0,0,19.34,1462.0,103.0,7,815000
2151,Maruti Ciaz,4,50000,0,0,0,20.73,1373.0,91.1,5,680000
2153,Maruti Ertiga,3,26938,2,2,0,17.5,1373.0,80.46,7,855000
2154,Mahindra XUV500,6,72500,1,1,0,15.1,2159.5,140.0,7,811000
2155,Skoda Superb,5,65000,1,0,1,14.67,1798.0,177.46,5,1485000
2156,Hyundai Verna,9,55000,0,1,0,22.32,1582.0,126.32,5,450000
2157,Hyundai i20,10,115000,0,0,0,18.5,1197.0,82.85,5,325000
2158,Mahindra KUV,5,53000,0,0,0,18.15,1198.0,82.0,6,400000
2162,BMW 3,6,44000,1,1,1,19.59,1995.0,182.25,5,1485000
2163,Hyundai i20,6,31695,1,0,0,18.6,1197.0,81.83,5,589000
2164,Hyundai i20,5,37962,1,1,0,21.19,1396.0,88.73,5,715000
2165,Maruti Ertiga,8,58277,1,0,0,16.02,1373.0,93.7,7,590000
2166,Mercedes-Benz E-Class,12,71000,1,1,1,14.21,2143.0,182.25,5,851000
2168,Maruti Swift Dzire,3,53000,1,1,0,19.3,1248.0,73.9,5,753000
2169,Maruti Alto,13,80000,1,0,0,19.7,796.0,46.3,5,135000
2170,Hyundai i20,10,25590,1,0,0,17.0,1197.0,80.0,5,319000
2171,Maruti Swift,6,41000,1,0,0,22.0,1197.0,81.8,5,515000
2174,Maruti Alto,12,46000,1,0,0,19.7,796.0,46.3,5,150000
