,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
11791,Hyundai i20,6,42101,2,0,0,18.6,1197.0,81.83,5,480000
11792,Skoda Rapid,5,130000,1,1,1,21.66,1498.0,103.52,5,675000
11794,Toyota Innova,4,53400,1,0,0,11.25,2159.5,163.7,7,1427000
11795,Hyundai Grand,7,55000,1,1,0,24.0,1186.0,73.97,5,375000
11796,Hyundai Verna,3,40000,1,0,1,17.0,1591.0,121.3,5,1075000
11799,Toyota Glanza,2,10000,1,0,0,21.01,1197.0,81.8,5,835000
11800,Honda City,4,48000,1,0,0,17.8,1497.0,117.3,5,890000
11802,BMW X1,3,80000,1,1,1,20.68,1995.0,182.25,5,1485000
11803,Kia Carnival,1,3000,1,1,1,14.11,2159.5,182.25,9,1485000
11804,Hyundai i20,6,68237,1,0,0,18.6,1197.0,81.83,5,490000
11805,Maruti Alto,3,57199,1,0,0,23.95,998.0,67.05,5,378000
11806,Maruti Baleno,4,33000,1,0,1,19.56,1197.0,81.8,5,690000
11807,Maruti Swift,2,6500,0,0,0,21.21,1197.0,81.8,5,480000
11808,BMW 3,4,26000,1,1,1,19.62,1995.0,182.25,5,1485000
11809,Hyundai i20,4,100000,0,0,0,18.6,1197.0,81.83,5,580000
11810,Maruti Baleno,5,58354,1,1,0,27.39,1248.0,74.0,5,550000
11811,Audi A4,8,43000,1,1,1,16.55,1968.0,147.51,5,1350000
11812,Maruti Vitara,4,68200,1,1,0,24.3,1248.0,88.5,5,750000
11813,Hyundai Grand,7,56000,1,1,0,24.0,1120.0,70.0,5,325000
11814,Honda Amaze,6,36000,1,0,0,18.0,1198.0,86.7,5,395000
11815,Toyota Fortuner,9,100000,1,1,1,12.55,2159.5,168.5,7,1175000
11816,Porsche Cayenne,12,126000,0,0,1,8.5,2159.5,182.25,5,1485000
11817,BMW 3,3,28000,1,1,1,21.76,1995.0,182.25,5,1485000
11818,Toyota Innova,7,52000,1,1,0,12.99,2159.5,100.0,7,925000
11819,Maruti Wagon R,2,19022,1,2,0,31.25,998.0,67.04,5,470000
11820,Maruti Wagon R,14,90000,0,3,0,17.3,1061.0,57.5,5,90000
11821,Maruti Wagon R,12,60000,1,0,0,21.79,998.0,67.05,5,150000
11822,Honda Civic,12,62000,1,0,0,13.5,1799.0,130.0,5,235000
11823,Maruti Eeco,5,51000,1,2,0,15.1,1196.0,73.0,5,291000
11824,Maruti Wagon R,6,48000,1,0,1,20.51,998.0,67.0,5,380000
11825,Toyota Innova,8,81000,1,1,0,12.99,2159.5,100.6,8,645000
11826,Mercedes-Benz C-Class,1,10000,1,1,1,12.6,1950.0,182.25,5,1485000
11827,Renault Duster,6,60000,1,1,0,19.87,1461.0,84.0,5,500000
11829,Maruti Ciaz,6,62000,1,1,0,28.09,1248.0,88.5,5,537000
11831,Ford Ecosport,7,104643,1,1,0,22.7,1498.0,89.84,5,438000
11832,Tata Tigor,3,30000,0,0,0,20.3,1199.0,84.0,5,495000
11833,Maruti Wagon R,2,8873,2,0,1,21.5,1197.0,81.8,5,540000
11834,Mahindra XUV500,3,17000,1,1,1,16.0,1997.0,140.0,7,1290000
11835,Hyundai i20,8,48000,1,1,0,21.9,1396.0,88.8,5,349000
11836,Mahindra Bolero,4,32000,1,1,0,15.96,2159.5,62.1,7,685000
11837,Skoda Superb,9,62000,1,0,1,13.7,1798.0,157.75,5,585000
11838,Renault Duster,8,65000,1,1,0,19.01,1461.0,108.45,5,390000
11839,Maruti Ertiga,8,57001,1,1,0,20.77,1248.0,88.76,7,449000
11840,Toyota Innova,6,25000,1,1,0,12.99,2159.5,100.57,7,300000
11841,Honda City,6,41000,1,0,0,17.0,1497.0,118.0,5,650000
11842,Volkswagen Polo,7,28492,1,0,0,16.47,1198.0,74.0,5,400000
11843,Honda City,5,78000,1,0,1,18.0,1497.0,117.3,5,815000
11844,Hyundai Creta,4,34500,0,1,1,17.6,1582.0,126.2,5,1155000
11845,Honda WR-V,4,34000,1,0,0,17.5,1199.0,88.7,5,750000
11846,Hyundai i20,4,80000,0,1,0,22.54,1396.0,88.73,5,625000
11847,Hyundai i10,13,75000,1,0,0,19.81,1086.0,68.05,5,145000
11848,Maruti Swift,7,112795,1,1,0,25.2,1248.0,74.0,5,334000
11850,Maruti Swift,5,47000,1,0,0,20.4,1197.0,81.8,5,440000
11851,BMW 3,6,45000,1,1,1,22.69,1995.0,182.25,5,1485000
11852,Hyundai i20,8,58000,1,1,0,21.9,1396.0,90.0,5,295000
11853,Maruti Wagon R,8,58000,1,0,0,20.51,998.0,67.04,5,320000
11854,Skoda Octavia,8,76000,1,0,1,14.7,1798.0,177.5,5,780000
11855,Maruti Vitara,4,52000,1,1,0,24.3,1248.0,88.5,5,710000
11856,Hyundai Verna,7,71000,1,1,0,22.32,1582.0,126.32,5,495000
11857,Ford Ecosport,2,18000,1,0,0,15.9,1496.0,120.69,5,990000
11859,Hyundai Creta,5,36000,1,0,0,13.0,1591.0,121.3,5,890000
11860,Maruti Ciaz,5,72000,1,1,0,28.09,1248.0,88.5,5,595000
11861,Honda Amaze,6,66000,1,1,0,25.8,1498.0,98.6,5,388000
11862,Hyundai i10,12,92000,1,0,0,20.36,1197.0,78.9,5,160000
11865,BMW 3,8,83000,1,1,1,18.88,1995.0,182.25,5,1170000
11866,Hyundai i20,4,28810,2,0,0,18.6,1197.0,81.83,5,650000
11867,Hyundai Creta,5,33000,1,0,0,15.8,1591.0,121.3,5,900000
11868,Hyundai Grand,4,42000,1,0,1,18.9,1197.0,81.86,5,495000
11869,Honda City,11,80000,0,0,0,17.0,1497.0,118.0,5,280000
11870,Maruti Swift Dzire,9,80000,0,1,0,19.3,1248.0,73.9,5,300000
11871,Maruti Swift Dzire,12,58000,1,0,0,17.5,1298.0,85.8,5,220000
11872,Audi Q7,1,4000,1,1,1,14.75,2159.5,182.25,7,1485000
11873,Maruti Swift,7,29052,1,0,0,22.0,1197.0,81.8,5,385000
11874,Maruti Baleno,4,38000,1,0,0,21.4,1197.0,83.1,5,615000
11875,Volkswagen Polo,5,62000,1,1,0,20.14,1498.0,88.0,5,390000
11876,Hyundai Grand,4,25000,1,0,0,18.9,1197.0,81.86,5,495000
11877,Maruti Ciaz,2,9000,1,1,0,26.32,1498.0,93.87,5,925000
11878,Hyundai Verna,6,80000,0,1,1,19.08,1582.0,126.2,5,650000
11879,Ford Ecosport,6,58000,1,1,0,22.7,1498.0,89.84,5,525000
11880,Honda Jazz,5,26000,0,0,0,18.7,1199.0,88.7,5,500000
11881,Honda City,9,47000,1,0,0,17.0,1497.0,118.0,5,420000
11882,Maruti Wagon R,10,41000,1,0,0,20.51,998.0,67.04,5,210000
11884,Maruti Wagon R,7,58000,1,0,0,20.51,998.0,67.04,5,300000
11885,Maruti Swift,10,30000,0,0,0,16.1,1197.0,85.0,5,410000
11886,Maruti Swift Dzire,9,87800,0,1,0,19.3,1248.0,73.9,5,290000
11887,Mahindra Scorpio,2,41000,1,1,0,16.36,2159.5,120.0,7,1175000
11888,Honda City,7,53000,1,0,0,17.8,1497.0,117.3,5,625000
11889,Mahindra Scorpio,8,66000,1,1,0,12.05,2159.5,120.0,9,500000
11890,Ford Ecosport,2,40000,0,1,0,23.0,1498.0,98.96,5,1100000
11892,Ford Aspire,6,41000,1,1,0,25.83,1498.0,99.0,5,490000
11893,Mahindra XUV500,4,18000,1,1,1,16.0,1997.0,140.0,7,1175000
11894,Maruti Swift,2,7200,0,0,1,21.21,1197.0,81.8,5,635000
11895,Hyundai i20,11,57000,1,0,0,18.5,1197.0,80.0,5,225000
11897,Mahindra XUV500,6,63000,1,1,0,15.1,2159.5,140.0,7,810000
11898,Hyundai Grand,7,28000,1,0,0,18.9,1197.0,82.0,5,365000
11899,Maruti Baleno,5,31600,1,0,0,21.4,1197.0,83.1,5,532000
11900,Tata Nexon,4,90000,0,1,0,21.5,1497.0,108.5,5,650000
11902,Maruti Vitara,4,45000,1,1,0,24.3,1248.0,88.5,5,835000
11903,Ford Endeavour,5,64000,1,1,0,13.5,2159.5,157.7,7,1485000
11905,Renault KWID,4,30254,2,0,0,25.17,799.0,53.3,5,265000
11906,Mercedes-Benz GL-Class,2,4000,1,0,1,11.5,1991.0,182.25,5,1485000
11908,Maruti Ertiga,4,50000,1,1,0,24.52,1248.0,88.5,7,710000
11909,Toyota Camry,5,86000,1,0,1,19.16,2159.5,158.2,5,1485000
11910,Toyota Fortuner,7,80002,1,1,1,11.5,2159.5,169.0,7,1475000
11911,Hyundai Verna,8,52000,1,1,1,21.3,1493.0,113.42,5,445000
11912,Honda City,6,54000,1,0,0,17.8,1497.0,117.3,5,610000
11913,Maruti Ciaz,5,43000,1,1,0,26.21,1248.0,88.5,5,599000
11914,Mercedes-Benz E-Class,9,55000,1,1,1,11.5,2159.5,182.25,5,1275000
11915,Honda City,2,25000,0,0,1,18.0,1497.0,117.6,5,1207000
11916,Honda City,5,26000,1,0,1,18.0,1497.0,117.3,5,835000
11918,Maruti Wagon R,14,90000,0,3,0,17.3,1061.0,57.5,5,80000
11920,Hyundai i20,7,110000,0,0,0,18.6,1197.0,81.83,5,400000
11921,Honda City,10,65962,1,0,0,16.8,1497.0,116.4,5,301000
11922,Honda City,5,88000,1,0,0,17.4,1497.0,117.3,5,680000
11923,Hyundai Verna,9,64100,1,1,0,22.32,1582.0,126.3,5,350000
11924,Maruti Swift,7,80000,1,1,0,28.4,1248.0,74.0,5,425000
11925,Renault Duster,8,70000,1,1,0,20.45,1461.0,83.8,5,420000
11926,Maruti Ciaz,6,49000,1,1,0,28.09,1248.0,88.5,5,549000
11927,Maruti Swift Dzire,9,65000,1,0,0,19.1,1197.0,85.8,5,335000
11928,Hyundai i20,9,100000,0,1,0,23.0,1396.0,90.0,5,300000
11929,Hyundai Creta,3,10000,1,1,0,22.1,1396.0,88.7,5,1050000
11930,Maruti Swift,2,20000,1,1,0,28.4,1248.0,74.0,5,675000
11931,Mercedes-Benz C-Class,7,6800,1,1,1,14.84,2143.0,167.62,5,1485000
11932,Hyundai i20,10,60000,1,0,0,17.0,1197.0,80.0,5,265000
11933,Honda Civic,15,120000,0,0,1,12.9,1799.0,130.0,5,150000
11936,Toyota Innova,7,98000,1,1,0,12.8,2159.5,102.0,7,750000
11938,Maruti Baleno,5,60000,1,0,1,21.4,1197.0,83.1,5,635000
11939,BMW 5,4,36000,1,0,1,14.04,1997.0,182.25,5,1485000
11940,Honda Amaze,5,40000,1,0,1,15.5,1198.0,86.7,5,474000
11941,Hyundai Venue,2,31000,1,1,0,23.7,1396.0,88.7,5,1090000
11942,Maruti Ertiga,7,19000,1,0,0,16.02,1373.0,93.7,7,524000
11943,Maruti Celerio,4,40000,1,2,0,31.25,998.0,58.2,5,475000
11945,Toyota Innova,8,66758,1,1,0,12.8,2159.5,102.0,7,750000
11946,Hyundai Verna,4,43000,1,0,0,17.0,1591.0,121.3,5,880000
11947,Maruti Celerio,5,2000,1,0,1,23.1,998.0,67.04,5,466000
11948,Hyundai i20,6,52900,1,1,0,23.0,1396.0,90.0,5,530000
11950,Hyundai i20,4,40000,0,0,0,18.6,1197.0,81.83,5,450000
11951,Ford Ecosport,4,26100,1,1,0,23.0,1498.0,98.96,5,700000
11952,Honda Amaze,8,58000,1,1,0,25.8,1498.0,98.6,5,325000
11953,Hyundai Tucson,4,62450,1,1,1,16.38,1995.0,182.25,5,1485000
11954,Maruti Vitara,3,34000,1,1,0,24.3,1248.0,88.5,5,795000
11955,Maruti Ertiga,4,40000,1,0,0,16.02,1373.0,93.7,7,675000
11956,Hyundai i20,4,17805,2,0,0,18.6,1197.0,81.83,5,660000
11957,Maruti Ciaz,5,20000,0,1,0,28.09,1248.0,88.5,5,685000
11959,Maruti Ciaz,4,66577,2,0,0,20.73,1373.0,91.1,5,725000
11961,Maruti Ciaz,3,20000,1,1,0,28.09,1248.0,88.5,5,875000
11962,Maruti Swift Dzire,3,36787,1,0,0,22.0,1197.0,81.8,5,650000
11963,Maruti Swift Dzire,8,35000,0,1,0,19.3,1248.0,73.9,5,400000
11964,Volkswagen Polo,8,61000,1,1,0,22.07,1199.0,73.9,5,278000
11965,Volkswagen Polo,8,56000,1,0,0,16.47,1198.0,73.9,5,355000
11966,Lexus ES,4,33000,1,0,1,22.37,2159.5,182.25,5,1485000
11967,Honda Amaze,8,67000,0,1,0,25.8,1498.0,98.6,5,300000
11968,Ford Ecosport,8,49217,1,1,0,22.7,1498.0,89.84,5,475000
11969,BMW X5,7,68000,1,1,1,11.7,2159.5,182.25,5,1485000
11970,Maruti Wagon R,4,56000,1,2,0,26.6,998.0,58.16,5,365000
11971,Maruti Vitara,4,80000,0,1,0,24.3,1248.0,88.5,5,815000
11972,Maruti Baleno,5,32145,2,0,0,21.4,1197.0,83.1,5,565000
11973,Toyota Innova,4,65000,1,1,1,11.36,2159.5,171.5,7,1430000
11976,Ford Figo,8,57642,1,1,0,20.0,1399.0,68.05,5,250000
11978,Maruti Swift,4,22400,1,0,0,20.4,1197.0,81.8,5,435000
11979,Maruti Alto,15,124000,0,0,0,19.7,796.0,46.3,5,85000
11983,Honda City,5,51000,1,0,0,17.8,1497.0,117.3,5,670000
11984,Hyundai i20,4,34000,1,1,0,22.54,1396.0,88.73,5,675000
11985,Mahindra Scorpio,9,54000,1,1,0,12.05,2159.5,120.0,7,430000
11987,Maruti Swift Dzire,5,39100,1,0,0,20.85,1197.0,83.14,5,470000
11988,Maruti Alto,1,10326,2,0,0,19.7,796.0,46.3,5,350000
11989,Maruti Wagon R,3,93000,0,2,0,26.6,998.0,58.16,5,350000
11990,Maruti Baleno,3,12500,1,0,0,21.4,1197.0,83.1,5,581000
11992,Hyundai Creta,4,9161,2,0,1,13.0,1591.0,121.3,5,1150000
11994,Hyundai Santro,3,31286,2,2,0,30.48,1086.0,58.0,5,500000
11995,Hyundai i10,8,15000,0,0,0,19.81,1086.0,68.05,5,289000
11996,Maruti Vitara,4,57000,1,1,0,24.3,1248.0,88.5,5,795000
11997,Maruti Alto,12,35000,0,0,0,19.7,796.0,46.3,5,100000
11998,Maruti Baleno,5,49700,1,1,0,27.39,1248.0,74.0,5,550000
11999,Maruti Vitara,3,29000,1,1,1,24.3,1248.0,88.5,5,890000
12000,BMW 7,9,70000,1,0,1,8.450000000000001,2159.5,182.25,5,1485000
12001,Maruti Wagon R,3,40000,0,0,1,20.51,998.0,67.0,5,400000
12003,Skoda Octavia,7,38000,1,0,1,14.7,1798.0,177.5,5,890000
12004,Mahindra Scorpio,4,60000,0,1,0,16.36,2159.5,140.0,7,1250000
12005,Honda City,2,10000,1,0,1,18.0,1497.0,117.6,5,1350000
12006,Hyundai Grand,4,46000,1,0,0,18.9,1197.0,82.0,5,465000
12007,Renault Duster,8,74000,1,1,0,19.87,1461.0,83.8,5,335000
12008,Honda Amaze,5,51000,1,0,1,19.0,1199.0,88.76,5,575000
12009,Maruti Wagon R,7,85000,1,0,0,21.79,998.0,67.05,5,325000
12010,Maruti Ciaz,6,46000,1,0,0,20.73,1373.0,91.1,5,525000
12012,Toyota Innova,4,56000,1,1,0,13.68,2159.5,147.8,7,1485000
12013,Maruti Wagon R,8,52000,1,0,0,18.9,998.0,67.1,5,270000
12014,BMW 3,6,33000,1,1,1,19.62,1995.0,182.25,5,1485000
12015,BMW X5,2,7000,1,1,1,13.38,2159.5,182.25,5,1485000
12016,Hyundai Elantra,8,90000,1,0,0,16.3,1797.0,147.5,5,575000
12017,Volkswagen Polo,6,90000,0,1,0,20.14,1498.0,88.8,5,420000
12019,Maruti Baleno,2,9500,1,0,0,21.01,1197.0,81.8,5,585000
12020,Maruti Ciaz,5,69000,1,1,0,28.09,1248.0,88.5,5,650000
12021,Mercedes-AMG C,4,24000,1,0,1,11.9,2159.5,182.25,5,1485000
12022,BMW 3,9,60000,0,1,1,16.07,1995.0,181.0,4,950000
12023,Porsche Cayenne,4,24000,1,0,1,12.5,2159.5,182.25,5,1485000
12025,Tata Nexon,3,25000,1,0,1,17.0,1198.0,108.5,5,910000
12027,Maruti Ciaz,4,28297,1,1,0,28.09,1248.0,88.5,5,775000
12028,Hyundai i20,10,57000,1,0,0,17.0,1197.0,80.0,5,259000
12029,Toyota Innova,2,22000,1,1,1,11.36,2159.5,171.5,7,1485000
12030,Audi A4,7,50000,1,1,1,17.11,1968.0,174.33,5,1450000
12031,Honda City,9,75000,1,0,0,17.4,1497.0,117.3,5,400000
12032,Hyundai Grand,6,44004,1,0,0,18.9,1197.0,82.0,5,400000
12033,Maruti Ciaz,6,39085,1,1,0,28.09,1248.0,88.5,5,525000
12034,Toyota Fortuner,10,130000,1,1,0,11.5,2159.5,171.0,7,875000
12035,Volkswagen Vento,8,71000,1,0,0,15.04,1598.0,103.6,5,365000
12037,Hyundai i10,10,66000,1,0,0,20.36,1197.0,78.9,5,210000
12038,Maruti Swift,6,60000,0,1,0,25.2,1248.0,74.0,5,390000
12039,Maruti Swift Dzire,7,66251,1,0,0,19.1,1197.0,85.8,5,430000
12040,Toyota Innova,2,26000,1,1,0,13.68,2159.5,147.8,7,1485000
12041,Kia Seltos,2,4500,1,0,0,16.1,1353.0,138.0,5,1485000
12042,Honda Civic,12,78000,1,0,1,12.9,1799.0,130.0,5,265000
12043,Maruti Alto,5,27648,2,2,0,31.25,998.0,58.3,4,325000
12044,Toyota Innova,5,58000,1,1,1,11.36,2159.5,171.5,7,1485000
12045,Honda WR-V,4,13420,1,0,0,17.5,1199.0,88.7,5,785000
12046,Toyota Innova,3,45000,1,1,1,11.36,2159.5,171.5,7,1485000
12047,Mahindra Scorpio,3,57645,1,1,0,16.36,2159.5,120.0,7,1250000
12048,Hyundai i20,7,64000,1,1,0,22.54,1396.0,88.73,5,425000
12049,Tata Harrier,2,18000,1,1,0,17.0,1956.0,138.1,5,1485000
12050,Honda Jazz,5,32700,1,0,0,18.7,1199.0,88.7,5,491000
12053,Hyundai Verna,8,83000,1,1,1,19.08,1582.0,126.32,5,470000
12054,Volkswagen Polo,8,69000,1,0,0,16.47,1198.0,73.9,5,440000
12055,Honda Amaze,8,38872,1,0,0,18.6,1199.0,88.76,5,365000
12056,Toyota Camry,5,86012,1,0,1,19.16,2159.5,157.7,5,1485000
12057,Hyundai i20,6,52000,1,0,0,18.6,1197.0,81.83,5,470000
12058,Maruti Alto,11,62000,1,0,0,19.7,796.0,46.3,5,160000
12062,Hyundai Santro,12,66500,0,0,0,17.92,1086.0,62.1,5,135000
12064,Maruti Swift Dzire,6,44000,0,0,0,19.1,1197.0,85.8,5,450000
12066,Hyundai i20,3,30000,0,1,0,22.54,1396.0,88.73,5,731000
12067,Maruti Swift Dzire,8,77755,1,1,0,23.4,1248.0,74.0,5,375000
12068,Hyundai i20,5,55000,1,0,0,18.6,1197.0,81.83,5,490000
12069,Maruti Vitara,2,11000,1,1,0,24.3,1248.0,88.5,5,945000
12070,Honda City,7,96434,1,1,0,26.0,1498.0,98.6,5,450000
12071,BMW X4,2,9500,1,1,1,16.78,1995.0,182.25,5,1485000
12072,Honda Civic,11,100000,0,0,1,12.9,1799.0,130.0,5,275000
12073,Honda Amaze,8,33456,1,0,1,15.5,1198.0,86.7,5,425000
12075,Ford Ecosport,8,35225,1,0,0,18.88,999.0,123.37,5,480000
12076,Skoda Rapid,6,54000,1,1,1,21.66,1498.0,103.52,5,625000
12079,Hyundai i20,4,42000,1,0,0,18.6,1197.0,81.83,5,545000
12080,Tata Tiago,3,28000,0,0,1,23.84,1199.0,83.83,5,475000
12081,Maruti Wagon R,8,63000,1,2,0,26.6,998.0,58.16,5,250000
12082,Hyundai Grand,4,35000,0,2,0,18.9,1197.0,81.86,5,430000
12083,Hyundai Creta,3,40000,1,1,0,21.4,1493.0,113.42,5,1075000
12084,Hyundai Creta,6,45000,1,0,0,15.29,1591.0,121.3,5,875000
12085,Maruti Celerio,5,69000,1,2,0,31.25,998.0,58.2,5,375000
12087,Maruti Celerio,2,35000,1,0,1,23.1,998.0,67.04,5,480000
12088,Ford Aspire,4,22597,1,0,1,16.3,1497.0,121.0,5,675000
12090,Hyundai Grand,8,70000,1,1,0,24.0,1186.0,73.97,5,310000
12091,BMW 3,10,32000,1,1,1,16.07,1995.0,181.0,4,900000
12092,Renault KWID,2,13931,1,0,0,20.71,799.0,53.26,5,345000
12093,Honda City,5,40000,1,0,0,17.8,1497.0,117.3,5,690000
12094,Hyundai Santro,13,79000,1,0,0,17.92,1086.0,62.1,5,125000
12095,Hyundai i20,6,33794,1,0,0,18.6,1197.0,81.83,5,525000
12096,Hyundai Verna,8,51000,1,0,0,17.1,1591.0,121.3,5,690000
12097,Datsun RediGO,5,36000,1,0,0,22.7,799.0,53.64,5,235000
12098,Hyundai Verna,12,55000,1,0,0,13.9,1599.0,103.2,5,235000
12099,Audi A4,8,48000,1,1,1,16.55,1968.0,147.51,5,1175000
12100,Maruti Baleno,3,35833,1,0,0,21.4,1197.0,83.1,5,565000
12103,Maruti Swift,8,105000,0,1,0,22.9,1248.0,74.0,5,320000
12104,Renault Duster,8,65000,1,1,0,19.01,1461.0,108.45,5,375000
12105,Mahindra XUV500,8,69300,1,1,0,16.0,2159.5,140.0,7,575000
12106,Mahindra Scorpio,4,35000,1,1,0,15.4,1997.0,120.0,7,1290000
12107,Maruti Alto,4,28239,2,2,0,31.25,796.0,40.3,4,315000
12108,Hyundai Creta,4,33000,1,1,0,19.67,1582.0,126.2,5,1070000
12109,Hyundai i20,4,32000,1,0,0,18.6,1197.0,81.83,5,600000
12110,Maruti Wagon R,16,74000,0,0,0,17.3,1061.0,64.0,5,74000
12111,Toyota Innova,5,50000,1,1,0,13.68,2159.5,147.51,7,1375000
12112,Toyota Innova,8,50000,1,1,0,12.99,2159.5,100.6,7,840000
12113,Hyundai i10,7,55000,1,0,0,20.36,1197.0,78.9,5,360000
12114,Hyundai i20,7,80000,0,1,0,21.9,1396.0,88.8,5,300000
12115,Ford Figo,10,50000,1,0,0,15.6,1196.0,70.0,5,199000
12117,Maruti Swift,5,36000,1,0,0,20.4,1197.0,81.8,5,421000
12118,Toyota Fortuner,9,130000,1,1,1,12.55,2159.5,168.7,7,1160000
12119,Hyundai i20,11,47000,1,0,0,17.0,1197.0,80.0,5,235000
12121,BMW X1,3,25000,1,1,1,20.68,1995.0,182.25,5,1485000
12123,Audi A6,5,20010,1,1,1,18.53,1968.0,182.25,5,1485000
12124,Maruti Alto,8,15000,0,0,0,22.74,796.0,47.3,5,189000
12128,Honda Amaze,2,9800,1,0,1,18.3,1199.0,88.76,5,750000
12129,Mahindra XUV500,2,22360,1,1,1,15.1,2159.5,152.87,7,1475000
12130,Maruti Wagon R,6,37499,2,0,0,21.79,998.0,67.05,5,350000
12131,BMW 6,12,65000,1,0,1,8.450000000000001,2159.5,182.25,4,1485000
12133,Hyundai Verna,9,30917,1,1,0,22.32,1582.0,126.3,5,465000
12134,Mahindra XUV500,8,91000,1,1,0,16.0,2159.5,140.0,7,550000
12136,Maruti Vitara,5,50000,0,1,0,24.3,1248.0,88.5,5,700000
12137,Toyota Innova,8,80133,1,1,0,12.99,2159.5,100.6,8,650000
12138,Maruti Alto,4,50000,0,0,0,23.95,998.0,67.05,5,298000
12139,Maruti Swift,11,75000,1,0,0,16.1,1197.0,85.0,5,240000
12140,Toyota Fortuner,9,51000,1,1,1,12.55,2159.5,168.5,7,1265000
12141,Hyundai Grand,7,55000,1,1,0,24.0,1120.0,70.0,5,325000
12142,Skoda Octavia,4,3700,1,0,1,15.1,1798.0,178.0,5,1485000
12143,Audi A4,4,45500,0,1,1,18.25,1968.0,182.25,5,1485000
12144,Hyundai i10,8,59654,1,0,0,19.81,1086.0,68.05,5,268000
12145,Maruti Wagon R,9,49000,1,0,0,20.51,998.0,67.04,5,231000
12147,Maruti Vitara,3,42000,1,1,0,24.3,1248.0,88.5,5,765000
12150,Honda City,10,72000,0,0,0,17.0,1497.0,118.0,5,320000
12152,Maruti Wagon R,9,65000,1,0,0,21.79,998.0,67.05,5,230000
12153,Toyota Innova,4,65000,1,1,1,11.36,2159.5,171.5,7,1485000
12154,Mahindra Marazzo,2,70000,1,1,0,17.3,1497.0,121.0,7,600000
12155,Maruti Ertiga,4,50000,1,0,0,19.34,1462.0,103.0,7,750000
12156,Hyundai Verna,5,25000,1,1,0,23.9,1582.0,126.2,5,725000
12157,Hyundai Venue,2,12000,1,0,0,18.0,998.0,118.35,5,1050000
12158,Ford Endeavour,3,48000,1,1,1,10.91,2159.5,182.25,7,1485000
12159,Hyundai Elantra,8,66612,1,0,1,14.5,1797.0,147.5,5,690000
12160,Maruti Baleno,5,33000,0,0,0,21.4,1197.0,83.1,5,470000
12161,Hyundai Elantra,8,67000,1,0,0,16.3,1797.0,147.5,5,554000
12162,Maruti Vitara,3,10000,1,1,0,24.3,1248.0,88.5,5,825000
12163,Hyundai i20,9,55000,1,0,0,17.0,1197.0,80.0,5,324000
12164,Skoda Rapid,4,48000,1,0,0,15.0,1598.0,103.52,5,590000
12165,Honda Amaze,5,52306,1,0,0,17.8,1198.0,86.7,5,465000
12166,Mahindra Thar,7,49000,1,1,0,16.55,2159.5,105.0,6,590000
12167,Maruti Swift Dzire,4,19843,1,0,1,22.0,1197.0,81.8,5,620000
12168,Mercedes-Benz S-Class,12,51000,0,0,1,10.13,2159.5,182.25,5,1350000
12169,BMW 5,3,34000,1,1,1,22.48,1995.0,182.25,5,1485000
12170,Maruti Wagon R,3,33955,2,2,0,31.25,998.0,67.04,5,425000
12171,BMW 5,2,18000,1,1,1,22.48,1995.0,182.25,5,1485000
12172,Honda Amaze,7,58000,1,1,0,25.8,1498.0,98.6,5,350000
12174,Toyota Camry,7,53000,1,0,1,12.98,2159.5,178.3,5,1099000
12175,Mahindra XUV500,3,18000,1,1,1,16.0,2159.5,140.0,7,1300000
12176,Maruti Ciaz,6,61000,1,1,0,26.21,1248.0,88.5,5,511000
12177,Honda Amaze,5,48000,1,0,0,18.6,1199.0,88.76,5,425000
12178,Audi A6,9,36000,1,1,1,17.68,1968.0,174.33,5,1375000
12179,Honda City,11,57000,1,0,1,16.8,1497.0,118.0,5,352000
12180,Maruti Wagon R,6,27000,1,0,1,21.5,1197.0,81.8,5,395000
12181,Hyundai Verna,9,74100,1,0,1,17.1,1591.0,121.4,5,450000
12182,BMW 5,4,55000,1,1,1,22.48,1995.0,182.25,5,1485000
12183,Hyundai Verna,2,19608,1,0,0,17.0,1591.0,121.3,5,895000
12184,Volkswagen Vento,8,72600,0,1,0,20.54,1598.0,103.6,5,305000
12185,Maruti Baleno,3,15000,1,0,1,21.4,1197.0,83.1,5,700000
12186,Volkswagen Vento,7,59484,1,0,0,15.04,1598.0,103.2,5,465000
12187,Maruti Swift Dzire,6,57429,1,0,0,19.1,1197.0,85.8,5,450000
12188,Hyundai Creta,4,110000,0,1,0,19.67,1582.0,126.2,5,1050000
12189,Hyundai Grand,2,11000,1,0,0,18.9,1197.0,81.86,5,490000
12190,Maruti Ertiga,8,90000,0,1,0,20.77,1248.0,88.8,7,450000
12191,Honda City,6,80484,1,0,1,18.0,1497.0,117.3,5,650000
12192,Mercedes-Benz C-Class,7,75000,1,1,1,14.84,2143.0,170.0,5,1475000
12193,Maruti Swift Dzire,4,55000,1,0,1,21.21,1197.0,81.8,5,590000
12194,Hyundai Grand,5,54540,1,0,0,18.9,1197.0,82.0,5,425000
12195,MG Hector,2,13000,1,0,1,13.96,1451.0,141.0,5,1485000
12196,Ford Ecosport,6,80000,0,1,0,22.77,1498.0,98.59,5,450000
12199,Maruti Swift Dzire,5,64000,1,0,0,22.0,1197.0,81.8,5,450000
12202,Ford Ecosport,8,47754,1,1,0,22.7,1498.0,89.84,5,480000
